Airport Code,Time,Temperature,Dew Point,Humidity,Sea Level Pressure,Visibility,Wind Direction,Wind Speed,Gust Speed,Precipitation,Events,Conditions,WinDirDegrees,Date
KNYC, 12:51 PM,95,66,38,29.83,9,North,-9999,-,N/A,,Clear,0,7/7/12 16:51
KEWR, 1:51 PM,100,60.1,27,29.82,10,WNW,13.8,-,N/A,,Mostly Cloudy,300,7/7/12 17:51
KJFK, 1:51 PM,99,64,32,29.82,10,West,17.3,25.3,N/A,,Mostly Cloudy,270,7/7/12 17:51
KLGA, 1:51 PM,93.9,62.1,35,29.82,10,NW,18.4,21.9,N/A,,Mostly Cloudy,320,7/7/12 17:51
KNYC, 1:51 PM,95,61,32,29.83,10,WNW,10.4,19.6,N/A,,Partly Cloudy,300,7/7/12 17:51
KEWR, 2:51 PM,97,60.1,29,29.81,10,NW,13.8,-,0,,Mostly Cloudy,320,7/7/12 18:51
KJFK, 2:51 PM,93.9,61,33,29.81,10,North,18.4,24.2,N/A,,Overcast,10,7/7/12 18:51
KLGA, 2:51 PM,89.1,66,46,29.8,10,NNE,13.8,-,N/A,,Overcast,20,7/7/12 18:51
KNYC, 2:51 PM,90,66,45,29.81,10,Variable,6.9,-,N/A,,Clear,0,7/7/12 18:51
KEWR, 3:51 PM,95,60.1,31,29.8,10,NW,8.1,-,N/A,,Mostly Cloudy,310,7/7/12 19:51
KJFK, 3:51 PM,91,64,41,29.81,10,North,11.5,-,N/A,,Overcast,10,7/7/12 19:51
KLGA, 3:51 PM,89.1,66.9,48,29.81,10,NNW,5.8,-,N/A,,Mostly Cloudy,340,7/7/12 19:51
KNYC, 3:51 PM,87.1,68,53,29.81,9,Variable,3.5,-,N/A,,Clear,0,7/7/12 19:51
KEWR, 4:51 PM,96.1,62.1,32,29.78,10,North,9.2,-,N/A,,Mostly Cloudy,350,7/7/12 20:51
KJFK, 4:51 PM,93,66,41,29.79,10,North,6.9,-,N/A,,Mostly Cloudy,10,7/7/12 20:51
KLGA, 4:51 PM,89.1,69.1,52,29.78,10,NNE,5.8,-,N/A,,Mostly Cloudy,30,7/7/12 20:51
KNYC, 4:51 PM,88,69.1,53,29.79,9,Variable,3.5,-,N/A,,Clear,0,7/7/12 20:51
KEWR, 5:51 PM,93,62.1,36,29.77,10,WNW,6.9,-,N/A,,Mostly Cloudy,300,7/7/12 21:51
KJFK, 5:51 PM,91.9,66.9,44,29.78,10,NE,8.1,-,N/A,,Mostly Cloudy,50,7/7/12 21:51
KLGA, 5:51 PM,91,66,44,29.77,10,NW,3.5,-,N/A,,Mostly Cloudy,320,7/7/12 21:51
KNYC, 5:51 PM,89.1,66.9,48,29.78,10,Calm,Calm,-,N/A,,Clear,0,7/7/12 21:51
KEWR, 6:51 PM,91.9,63,38,29.76,10,Calm,Calm,-,N/A,,Mostly Cloudy,0,7/7/12 22:51
KJFK, 6:51 PM,89.1,66.9,48,29.77,9,East,4.6,-,N/A,,Mostly Cloudy,90,7/7/12 22:51
KLGA, 6:51 PM,90,66,45,29.76,10,North,3.5,-,N/A,,Mostly Cloudy,360,7/7/12 22:51
KNYC, 6:51 PM,88,66,48,29.76,10,Calm,Calm,-,N/A,,Clear,0,7/7/12 22:51
KEWR, 7:51 PM,91,64,41,29.77,10,SW,10.4,-,0,,Mostly Cloudy,220,7/7/12 23:51
KJFK, 7:51 PM,84.9,68,57,29.78,9,SE,6.9,-,N/A,,Overcast,140,7/7/12 23:51
KLGA, 7:51 PM,88,66,48,29.76,10,East,5.8,-,N/A,,Overcast,80,7/7/12 23:51
KNYC, 7:51 PM,86,66,51,29.77,10,NNE,3.5,-,N/A,,Partly Cloudy,20,7/7/12 23:51
KEWR, 8:51 PM,89.1,66,46,29.79,10,West,12.7,20.7,N/A,,Mostly Cloudy,280,7/8/12 0:51
KJFK, 8:51 PM,82,70,67,29.8,10,SSE,5.8,-,N/A,,Mostly Cloudy,160,7/8/12 0:51
KLGA, 8:51 PM,84.9,68,57,29.8,10,ENE,3.5,-,N/A,,Overcast,70,7/8/12 0:51
KNYC, 8:51 PM,84.9,66,53,29.81,10,Variable,5.8,-,N/A,,Clear,0,7/8/12 0:51
KEWR, 9:51 PM,86,66,51,29.81,10,North,10.4,-,N/A,,Overcast,350,7/8/12 1:51
KJFK, 9:51 PM,82,70,67,29.81,10,South,3.5,-,N/A,,Overcast,180,7/8/12 1:51
KLGA, 9:51 PM,84.2,68,58,29.8,10,North,6.9,-,N/A,,Mostly Cloudy,360,7/8/12 1:51
KNYC, 9:51 PM,82.9,66,56,29.81,10,Variable,4.6,-,N/A,,Mostly Cloudy,0,7/8/12 1:51
KEWR, 10:51 PM,84.9,66.9,55,29.82,10,NNW,11.5,-,N/A,,Overcast,340,7/8/12 2:51
KJFK, 10:51 PM,84.9,66,53,29.82,10,North,10.4,-,N/A,,Overcast,10,7/8/12 2:51
KLGA, 10:51 PM,84,68,58,29.81,10,NNW,5.8,-,N/A,,Overcast,330,7/8/12 2:51
KNYC, 10:51 PM,82.9,66,56,29.83,10,Variable,3.5,-,N/A,,Overcast,0,7/8/12 2:51
KNYC, 11:47 PM,77,69.8,78,29.86,1.8,Variable,3.5,-,0,Rain,Light Rain,0,7/8/12 3:47
KEWR, 11:51 PM,84,66.9,56,29.82,10,Variable,5.8,-,N/A,,Overcast,0,7/8/12 3:51
KJFK, 11:51 PM,82.9,68,60,29.82,10,NW,8.1,-,0.01,Rain-Thunderstorm,Light Thunderstorms and Rain,320,7/8/12 3:51
KLGA, 11:51 PM,82,68,62,29.81,6,WNW,10.4,-,0,,Haze,300,7/8/12 3:51
KNYC, 11:51 PM,73,71.1,93,29.84,0.8,Variable,5.8,-,0.08,Rain,Heavy Rain,0,7/8/12 3:51
KLGA, 11:56 PM,80.6,69.8,70,29.82,5,West,13.8,-,0.04,Rain-Thunderstorm,Heavy Thunderstorms and Rain,280,7/8/12 3:56
KEWR, 12:03 AM,84.2,66.2,55,29.81,10,North,5.8,-,N/A,Thunderstorm,Thunderstorm,350,7/8/12 4:03
KNYC, 12:10 AM,73,73,100,29.85,1.5,Calm,Calm,-,0.23,Rain,Light Rain,0,7/8/12 4:10
KNYC, 12:14 AM,73,72,96,29.85,2.5,Calm,Calm,-,0.23,Rain,Light Rain,0,7/8/12 4:14
KNYC, 12:30 AM,73,72,96,29.89,0.8,Variable,5.8,18.4,0.26,Rain,Heavy Rain,0,7/8/12 4:30
KLGA, 12:34 AM,77,71.6,83,29.84,2.5,NW,11.5,25.3,0.12,Rain-Thunderstorm,Heavy Thunderstorms and Rain,320,7/8/12 4:34
KNYC, 12:41 AM,72,72,100,29.86,2.5,Calm,Calm,-,0.42,Rain,Light Rain,0,7/8/12 4:41
KEWR, 12:42 AM,80.6,69.8,70,29.83,10,NNW,13.8,21.9,0,Rain,Light Rain,340,7/8/12 4:42
KNYC, 12:48 AM,73.4,71.6,94,29.86,3,West,3.5,-,0.42,,Mostly Cloudy,270,7/8/12 4:48
KEWR, 12:51 AM,80.1,69.1,69,29.83,10,NNW,12.7,-,0,,Overcast,330,7/8/12 4:51
KJFK, 12:51 AM,75.9,72,87,29.83,8,NNW,8.1,-,0.06,Rain-Thunderstorm,Thunderstorms and Rain,340,7/8/12 4:51
KLGA, 12:51 AM,75,71.1,87,29.82,6,NW,4.6,-,0.24,Rain-Thunderstorm,Light Thunderstorms and Rain,320,7/8/12 4:51
KNYC, 12:51 AM,72,72,100,29.83,2.5,Calm,Calm,-,0.42,,Mostly Cloudy,0,7/8/12 4:51
KNYC, 1:04 AM,73,72,96,29.86,4,WNW,3.5,-,N/A,,Mostly Cloudy,290,7/8/12 5:04
KJFK, 1:15 AM,75.2,71.6,89,29.83,10,North,4.6,-,0,,Mostly Cloudy,360,7/8/12 5:15
KLGA, 1:31 AM,75.2,71.6,89,29.81,10,Calm,Calm,-,0,,Mostly Cloudy,0,7/8/12 5:31
KNYC, 1:42 AM,73,72,96,29.85,2.5,Variable,3.5,-,0.02,Rain,Light Rain,0,7/8/12 5:42
KEWR, 1:51 AM,78.1,70,76,29.81,10,WNW,5.8,-,0.01,Rain,Light Rain,300,7/8/12 5:51
KJFK, 1:51 AM,75.9,72,87,29.83,10,NE,3.5,-,0,Rain-Thunderstorm,Light Thunderstorms and Rain,50,7/8/12 5:51
KLGA, 1:51 AM,75.9,73,91,29.81,5,Calm,Calm,-,0.02,Rain,Heavy Rain,0,7/8/12 5:51
KNYC, 1:51 AM,72,71.1,97,29.82,1.8,West,4.6,-,0.09,Rain,Light Rain,280,7/8/12 5:51
KNYC, 1:59 AM,72,72,100,29.84,2.5,Calm,Calm,-,0,,Overcast,0,7/8/12 5:59
KNYC, 2:08 AM,73,72,96,29.84,3,Calm,Calm,-,0,,Mostly Cloudy,0,7/8/12 6:08
KNYC, 2:18 AM,73,72,96,29.84,2.5,West,3.5,-,0,,Partly Cloudy,280,7/8/12 6:18
KJFK, 2:23 AM,75.2,71.6,89,29.82,10,North,3.5,-,0,,Mostly Cloudy,350,7/8/12 6:23
KNYC, 2:29 AM,73,72,96,29.84,6,Calm,Calm,-,0,,Scattered Clouds,0,7/8/12 6:29
KEWR, 2:51 AM,78.1,70,76,29.81,10,NNW,4.6,-,0,,Overcast,340,7/8/12 6:51
KJFK, 2:51 AM,75.9,70,82,29.82,10,NNW,5.8,-,0,,Mostly Cloudy,330,7/8/12 6:51
KLGA, 2:51 AM,77,72,84,29.81,10,Calm,Calm,-,0.05,,Mostly Cloudy,0,7/8/12 6:51
KNYC, 2:51 AM,73,72,96,29.82,5,WNW,3.5,-,0,,Overcast,300,7/8/12 6:51
KEWR, 3:51 AM,78.1,70,76,29.82,10,NNW,5.8,-,N/A,,Overcast,330,7/8/12 7:51
KJFK, 3:51 AM,77,72,84,29.82,10,NNW,3.5,-,N/A,,Overcast,330,7/8/12 7:51
KLGA, 3:51 AM,77,72,84,29.81,10,NNW,4.6,-,N/A,,Overcast,330,7/8/12 7:51
KNYC, 3:51 AM,73,71.1,93,29.82,8,WNW,3.5,-,N/A,,Overcast,290,7/8/12 7:51
KEWR, 4:51 AM,78.1,69.1,74,29.83,10,NNW,10.4,-,N/A,,Overcast,340,7/8/12 8:51
KJFK, 4:51 AM,75.9,73,91,29.83,10,NNE,4.6,-,N/A,,Mostly Cloudy,20,7/8/12 8:51
KLGA, 4:51 AM,75.9,73,91,29.83,8,NE,5.8,-,N/A,,Overcast,40,7/8/12 8:51
KNYC, 4:51 AM,73.9,71.1,91,29.83,7,Calm,Calm,-,N/A,,Overcast,0,7/8/12 8:51
KEWR, 5:51 AM,77,68,74,29.83,10,North,10.4,-,N/A,,Mostly Cloudy,350,7/8/12 9:51
KJFK, 5:51 AM,75.9,69.1,79,29.85,10,NNE,6.9,-,N/A,,Mostly Cloudy,30,7/8/12 9:51
KLGA, 5:51 AM,75.9,71.1,85,29.83,9,ENE,5.8,-,N/A,,Overcast,60,7/8/12 9:51
KNYC, 5:51 AM,73.9,69.1,85,29.83,9,Variable,3.5,-,N/A,,Mostly Cloudy,0,7/8/12 9:51
KEWR, 6:51 AM,77,68,74,29.85,10,North,6.9,-,N/A,,Mostly Cloudy,350,7/8/12 10:51
KJFK, 6:51 AM,77,68,74,29.86,10,NNE,6.9,-,N/A,,Mostly Cloudy,30,7/8/12 10:51
KLGA, 6:51 AM,77,66.9,71,29.85,10,NE,5.8,-,N/A,,Mostly Cloudy,50,7/8/12 10:51
KNYC, 6:51 AM,73.9,68,82,29.85,10,Calm,Calm,-,N/A,,Partly Cloudy,0,7/8/12 10:51
KEWR, 7:51 AM,79,66.9,66,29.87,10,North,5.8,-,N/A,,Mostly Cloudy,360,7/8/12 11:51
KJFK, 7:51 AM,78.1,64,62,29.88,10,North,10.4,-,N/A,,Mostly Cloudy,10,7/8/12 11:51
KLGA, 7:51 AM,78.1,66,66,29.87,10,East,3.5,-,N/A,,Mostly Cloudy,80,7/8/12 11:51
KNYC, 7:51 AM,75.9,66.9,74,29.88,10,Calm,Calm,-,N/A,,Scattered Clouds,0,7/8/12 11:51
KEWR, 8:51 AM,80.1,64.9,60,29.87,10,NE,8.1,-,N/A,,Mostly Cloudy,40,7/8/12 12:51
KJFK, 8:51 AM,80.1,64,58,29.87,10,North,11.5,-,N/A,,Mostly Cloudy,10,7/8/12 12:51
KLGA, 8:51 AM,80.1,66,62,29.86,10,NNE,4.6,-,N/A,,Mostly Cloudy,30,7/8/12 12:51
KNYC, 8:51 AM,75.9,69.1,79,29.87,10,Variable,4.6,-,N/A,,Clear,0,7/8/12 12:51
KEWR, 9:51 AM,84,63,49,29.87,10,Variable,5.8,-,N/A,,Mostly Cloudy,0,7/8/12 13:51
KJFK, 9:51 AM,82.9,64,53,29.87,10,North,5.8,-,N/A,,Mostly Cloudy,360,7/8/12 13:51
KLGA, 9:51 AM,82,64,54,29.86,10,WNW,3.5,-,N/A,,Mostly Cloudy,290,7/8/12 13:51
KNYC, 9:51 AM,79,63,58,29.87,10,NNW,4.6,-,N/A,,Clear,340,7/8/12 13:51
KEWR, 10:51 AM,86,60.1,41,29.85,10,NNE,9.2,-,N/A,,Mostly Cloudy,30,7/8/12 14:51
KJFK, 10:51 AM,84,62.1,47,29.86,10,NE,8.1,-,N/A,,Mostly Cloudy,50,7/8/12 14:51
KLGA, 10:51 AM,82.9,64,53,29.85,10,East,4.6,-,N/A,,Mostly Cloudy,80,7/8/12 14:51
KNYC, 10:51 AM,82,64.9,56,29.85,10,Variable,3.5,-,N/A,,Clear,0,7/8/12 14:51
KEWR, 11:51 AM,87.1,55,33,29.86,10,Variable,3.5,-,N/A,,Mostly Cloudy,0,7/8/12 15:51
KJFK, 11:51 AM,86,57.9,38,29.87,10,North,5.8,-,N/A,,Mostly Cloudy,360,7/8/12 15:51
KLGA, 11:51 AM,84.9,62.1,46,29.85,10,ENE,4.6,-,N/A,,Mostly Cloudy,60,7/8/12 15:51
KNYC, 11:51 AM,84.9,59,41,29.86,10,Variable,4.6,-,N/A,,Mostly Cloudy,0,7/8/12 15:51
KEWR, 12:51 PM,89.1,53.1,29,29.85,10,East,8.1,-,N/A,,Mostly Cloudy,90,7/8/12 16:51
KJFK, 12:51 PM,88,59,37,29.86,10,Variable,3.5,-,N/A,,Mostly Cloudy,0,7/8/12 16:51
KLGA, 12:51 PM,87.1,60.1,40,29.85,10,ENE,6.9,-,N/A,,Mostly Cloudy,70,7/8/12 16:51
KNYC, 12:51 PM,88,55.9,34,29.85,10,Variable,6.9,-,N/A,,Clear,0,7/8/12 16:51
KEWR, 1:51 PM,89.1,55,31,29.83,10,Variable,4.6,-,N/A,,Mostly Cloudy,0,7/8/12 17:51
KJFK, 1:51 PM,84.9,64.9,51,29.86,10,South,11.5,-,N/A,,Mostly Cloudy,190,7/8/12 17:51
KLGA, 1:51 PM,89.1,57.9,35,29.83,10,NE,8.1,-,N/A,,Mostly Cloudy,50,7/8/12 17:51
KNYC, 1:51 PM,90,57,33,29.84,10,NE,4.6,-,N/A,,Clear,50,7/8/12 17:51
KEWR, 2:51 PM,93,55,28,29.82,10,WSW,6.9,-,N/A,,Mostly Cloudy,250,7/8/12 18:51
KJFK, 2:51 PM,86,64,48,29.85,10,South,12.7,-,N/A,,Mostly Cloudy,190,7/8/12 18:51
KLGA, 2:51 PM,90,55.9,31,29.82,10,Calm,Calm,-,N/A,,Mostly Cloudy,0,7/8/12 18:51
KNYC, 2:51 PM,90,57,33,29.83,10,Calm,Calm,-,N/A,,Clear,0,7/8/12 18:51
KEWR, 3:51 PM,93.9,55,27,29.81,10,Variable,5.8,-,N/A,,Mostly Cloudy,0,7/8/12 19:51
KJFK, 3:51 PM,86,62.1,44,29.84,10,South,11.5,-,N/A,,Mostly Cloudy,190,7/8/12 19:51
KLGA, 3:51 PM,91.9,55.9,30,29.81,10,Calm,Calm,-,N/A,,Mostly Cloudy,0,7/8/12 19:51
KNYC, 3:51 PM,87.1,61,41,29.82,10,Calm,Calm,-,N/A,,Partly Cloudy,0,7/8/12 19:51
KEWR, 4:51 PM,93,55.9,29,29.81,10,WNW,10.4,-,N/A,,Mostly Cloudy,300,7/8/12 20:51
KJFK, 4:51 PM,84.9,63,48,29.83,10,South,9.2,-,N/A,,Scattered Clouds,180,7/8/12 20:51
KLGA, 4:51 PM,89.1,59,36,29.81,10,South,10.4,-,N/A,,Mostly Cloudy,190,7/8/12 20:51
KNYC, 4:51 PM,89.1,61,39,29.81,10,Calm,Calm,-,N/A,,Mostly Cloudy,0,7/8/12 20:51
KEWR, 5:51 PM,89.1,62.1,40,29.8,10,SSE,11.5,17.3,N/A,,Mostly Cloudy,160,7/8/12 21:51
KJFK, 5:51 PM,82.9,68,60,29.83,10,South,13.8,-,N/A,,Scattered Clouds,180,7/8/12 21:51
KLGA, 5:51 PM,87.1,61,41,29.8,10,South,12.7,-,N/A,,Mostly Cloudy,180,7/8/12 21:51
KNYC, 5:51 PM,84.9,63,48,29.8,10,South,8.1,-,N/A,,Mostly Cloudy,170,7/8/12 21:51
KEWR, 6:51 PM,87.1,68,53,29.8,10,SSE,6.9,-,N/A,,Mostly Cloudy,150,7/8/12 22:51
KJFK, 6:51 PM,82,62.1,51,29.82,10,South,10.4,-,N/A,,Mostly Cloudy,190,7/8/12 22:51
KLGA, 6:51 PM,86,62.1,44,29.8,10,South,11.5,-,N/A,,Scattered Clouds,170,7/8/12 22:51
KNYC, 6:51 PM,82.9,64,53,29.8,10,Variable,4.6,-,N/A,,Scattered Clouds,0,7/8/12 22:51
KEWR, 7:51 PM,86,69.1,57,29.8,10,South,8.1,-,N/A,,Mostly Cloudy,180,7/8/12 23:51
KJFK, 7:51 PM,80.1,68,67,29.83,10,South,12.7,-,N/A,,Mostly Cloudy,190,7/8/12 23:51
KLGA, 7:51 PM,84.9,66.9,55,29.81,10,South,11.5,18.4,N/A,,Mostly Cloudy,180,7/8/12 23:51
KNYC, 7:51 PM,82,68,62,29.81,10,Variable,6.9,-,N/A,,Mostly Cloudy,0,7/8/12 23:51
KEWR, 8:51 PM,84.9,70,61,29.81,10,ESE,5.8,-,N/A,,Mostly Cloudy,110,7/9/12 0:51
KJFK, 8:51 PM,78.1,70,76,29.83,10,SSW,10.4,-,N/A,,Mostly Cloudy,200,7/9/12 0:51
KLGA, 8:51 PM,82.9,68,60,29.82,10,South,11.5,-,N/A,,Mostly Cloudy,180,7/9/12 0:51
KNYC, 8:51 PM,80.1,66.9,64,29.82,10,Calm,Calm,-,N/A,,Scattered Clouds,0,7/9/12 0:51
KEWR, 9:51 PM,84.9,64,49,29.84,10,NNE,5.8,-,N/A,,Mostly Cloudy,20,7/9/12 1:51
KJFK, 9:51 PM,77,71.1,82,29.86,10,SSW,9.2,-,N/A,,Mostly Cloudy,200,7/9/12 1:51
KLGA, 9:51 PM,82,69.1,65,29.84,10,South,5.8,-,N/A,,Mostly Cloudy,180,7/9/12 1:51
KNYC, 9:51 PM,79,68,69,29.85,10,Calm,Calm,-,N/A,,Clear,0,7/9/12 1:51
KEWR, 10:51 PM,84.9,57,38,29.85,10,NNW,12.7,-,N/A,,Overcast,340,7/9/12 2:51
KJFK, 10:51 PM,77,72,84,29.87,10,SSW,6.9,-,N/A,,Mostly Cloudy,200,7/9/12 2:51
KLGA, 10:51 PM,82,70,67,29.85,10,Calm,Calm,-,N/A,,Mostly Cloudy,0,7/9/12 2:51
KNYC, 10:51 PM,82,62.1,51,29.86,10,Calm,Calm,-,N/A,,Clear,0,7/9/12 2:51
KEWR, 11:51 PM,82,55,39,29.87,10,NNE,15,-,N/A,,Overcast,20,7/9/12 3:51
KJFK, 11:51 PM,77,71.1,82,29.87,10,WSW,6.9,-,N/A,,Mostly Cloudy,250,7/9/12 3:51
KLGA, 11:51 PM,82,60.1,47,29.87,10,NNE,12.7,-,N/A,,Mostly Cloudy,20,7/9/12 3:51
KNYC, 11:51 PM,81,57.9,45,29.88,10,NNE,8.1,-,N/A,,Mostly Cloudy,20,7/9/12 3:51
KEWR, 12:51 AM,80.1,55.9,43,29.86,10,NNE,12.7,-,N/A,,Mostly Cloudy,20,7/9/12 4:51
KJFK, 12:51 AM,79,60.1,52,29.87,10,NE,9.2,-,N/A,,Mostly Cloudy,40,7/9/12 4:51
KLGA, 12:51 AM,80.1,61,52,29.86,10,ENE,6.9,-,N/A,,Scattered Clouds,60,7/9/12 4:51
KNYC, 12:51 AM,79,57,47,29.86,10,Variable,4.6,-,N/A,,Clear,0,7/9/12 4:51
KEWR, 1:51 AM,79,57,47,29.87,10,NNE,8.1,-,N/A,,Mostly Cloudy,30,7/9/12 5:51
KJFK, 1:51 AM,78.1,57,48,29.87,10,NE,8.1,-,N/A,,Mostly Cloudy,40,7/9/12 5:51
KLGA, 1:51 AM,78.1,60.1,54,29.86,10,ENE,5.8,-,N/A,,Scattered Clouds,70,7/9/12 5:51
KNYC, 1:51 AM,77,55.9,48,29.87,10,NE,5.8,-,N/A,,Scattered Clouds,50,7/9/12 5:51
KEWR, 2:51 AM,77,57,50,29.88,10,NNE,9.2,-,N/A,,Mostly Cloudy,20,7/9/12 6:51
KJFK, 2:51 AM,77,57,50,29.88,10,NNE,8.1,-,N/A,,Mostly Cloudy,30,7/9/12 6:51
KLGA, 2:51 AM,77,57.9,52,29.88,10,NE,8.1,-,N/A,,Mostly Cloudy,40,7/9/12 6:51
KNYC, 2:51 AM,77,55,47,29.88,10,Variable,3.5,-,N/A,,Mostly Cloudy,0,7/9/12 6:51
KEWR, 3:51 AM,77,55.9,48,29.88,10,NNE,11.5,-,N/A,,Scattered Clouds,30,7/9/12 7:51
KJFK, 3:51 AM,75.9,55,48,29.88,10,NNE,8.1,-,N/A,,Mostly Cloudy,20,7/9/12 7:51
KLGA, 3:51 AM,75.9,57,52,29.88,10,NE,10.4,-,N/A,,Mostly Cloudy,40,7/9/12 7:51
KNYC, 3:51 AM,75.9,55,48,29.88,10,NE,5.8,-,N/A,,Scattered Clouds,50,7/9/12 7:51
KEWR, 4:51 AM,75.2,55.4,50,29.89,10,North,12.7,-,N/A,,Mostly Cloudy,10,7/9/12 8:51
KJFK, 4:51 AM,75,55,50,29.89,10,North,9.2,-,N/A,,Mostly Cloudy,10,7/9/12 8:51
KLGA, 4:51 AM,75.2,55.4,50,29.88,10,NNE,10.4,-,N/A,,Scattered Clouds,20,7/9/12 8:51
KNYC, 4:51 AM,75,54,48,29.89,10,Variable,6.9,-,N/A,,Scattered Clouds,0,7/9/12 8:51
KEWR, 5:51 AM,75,54,48,29.91,10,North,12.7,-,N/A,,Mostly Cloudy,360,7/9/12 9:51
KJFK, 5:51 AM,73.9,55,52,29.91,10,NNE,9.2,-,N/A,,Mostly Cloudy,30,7/9/12 9:51
KLGA, 5:51 AM,73.9,55,52,29.9,10,NNE,9.2,-,N/A,,Mostly Cloudy,30,7/9/12 9:51
KNYC, 5:51 AM,73,55,53,29.91,10,NE,6.9,-,N/A,,Clear,50,7/9/12 9:51
KEWR, 6:51 AM,73.9,55,52,29.93,10,North,11.5,-,N/A,,Mostly Cloudy,10,7/9/12 10:51
KJFK, 6:51 AM,73,55.9,55,29.94,10,NE,9.2,-,N/A,,Mostly Cloudy,40,7/9/12 10:51
KLGA, 6:51 AM,73.9,55.9,53,29.93,10,NE,11.5,-,N/A,,Mostly Cloudy,50,7/9/12 10:51
KNYC, 6:51 AM,73.9,54,50,29.94,10,NE,6.9,-,N/A,,Mostly Cloudy,50,7/9/12 10:51
KEWR, 7:51 AM,75.2,55.4,50,29.94,10,North,11.5,-,N/A,,Mostly Cloudy,10,7/9/12 11:51
KJFK, 7:51 AM,73.9,55.9,53,29.94,10,NE,8.1,-,N/A,,Mostly Cloudy,50,7/9/12 11:51
KLGA, 7:51 AM,75.2,55.4,50,29.93,10,NE,13.8,-,N/A,,Mostly Cloudy,50,7/9/12 11:51
KNYC, 7:51 AM,73,54,51,29.94,10,NE,4.6,-,N/A,,Mostly Cloudy,50,7/9/12 11:51
KEWR, 8:51 AM,75.9,55,48,29.94,10,NNE,10.4,-,N/A,,Mostly Cloudy,20,7/9/12 12:51
KJFK, 8:51 AM,73.9,55.9,53,29.95,10,NE,9.2,-,N/A,,Overcast,40,7/9/12 12:51
KLGA, 8:51 AM,75,57,53,29.95,10,NE,11.5,-,N/A,,Mostly Cloudy,50,7/9/12 12:51
KNYC, 8:51 AM,75,54,48,29.95,10,ENE,8.1,-,N/A,,Mostly Cloudy,70,7/9/12 12:51
KEWR, 9:51 AM,80.1,53.1,39,29.94,10,NNE,9.2,-,N/A,,Mostly Cloudy,20,7/9/12 13:51
KJFK, 9:51 AM,77,54,45,29.95,10,NE,11.5,-,N/A,,Mostly Cloudy,40,7/9/12 13:51
KLGA, 9:51 AM,75.9,55.9,50,29.95,10,NE,11.5,-,N/A,,Overcast,50,7/9/12 13:51
KNYC, 9:51 AM,75,53.1,46,29.95,10,ENE,9.2,-,N/A,,Clear,70,7/9/12 13:51
KEWR, 10:51 AM,81,53.1,38,29.94,10,NE,8.1,-,N/A,,Mostly Cloudy,50,7/9/12 14:51
KJFK, 10:51 AM,80.1,52,38,29.95,10,ENE,10.4,-,N/A,,Mostly Cloudy,70,7/9/12 14:51
KLGA, 10:51 AM,78.1,55,45,29.95,10,NE,10.4,-,N/A,,Overcast,50,7/9/12 14:51
KNYC, 10:51 AM,77,55,47,29.95,10,Variable,5.8,-,N/A,,Clear,0,7/9/12 14:51
KEWR, 11:51 AM,84,52,33,29.94,10,Variable,5.8,-,N/A,,Mostly Cloudy,0,7/9/12 15:51
KJFK, 11:51 AM,81,51.1,35,29.96,10,ENE,5.8,-,N/A,,Mostly Cloudy,60,7/9/12 15:51
KLGA, 11:51 AM,78.1,55,45,29.95,10,ENE,8.1,-,N/A,,Scattered Clouds,70,7/9/12 15:51
KNYC, 11:51 AM,80.1,53.1,39,29.95,10,Calm,Calm,-,N/A,,Clear,0,7/9/12 15:51
KEWR, 12:51 PM,84,51.1,32,29.94,10,Variable,4.6,-,N/A,,Mostly Cloudy,0,7/9/12 16:51
KJFK, 12:51 PM,82.9,50,32,29.95,10,NE,4.6,-,N/A,,Mostly Cloudy,50,7/9/12 16:51
KLGA, 12:51 PM,82.9,54,37,29.94,10,East,8.1,19.6,N/A,,Mostly Cloudy,100,7/9/12 16:51
KNYC, 12:51 PM,82.9,54,37,29.94,10,Calm,Calm,-,N/A,,Clear,0,7/9/12 16:51
KEWR, 1:51 PM,82,55,39,29.94,10,SSE,8.1,17.3,N/A,,Mostly Cloudy,160,7/9/12 17:51
KJFK, 1:51 PM,81,57.9,45,29.96,10,South,10.4,-,N/A,,Mostly Cloudy,170,7/9/12 17:51
KLGA, 1:51 PM,84.9,54,34,29.94,10,NW,3.5,-,N/A,,Mostly Cloudy,320,7/9/12 17:51
KNYC, 1:51 PM,84,53.1,34,29.94,10,Variable,3.5,-,N/A,,Clear,0,7/9/12 17:51
KEWR, 2:51 PM,84.9,55,36,29.93,10,South,8.1,-,N/A,,Mostly Cloudy,190,7/9/12 18:51
KJFK, 2:51 PM,80.1,59,48,29.96,10,South,11.5,-,N/A,,Scattered Clouds,190,7/9/12 18:51
KLGA, 2:51 PM,82.9,57.9,42,29.93,10,SE,8.1,-,N/A,,Mostly Cloudy,140,7/9/12 18:51
KNYC, 2:51 PM,84,54,35,29.93,10,Calm,Calm,-,N/A,,Mostly Cloudy,0,7/9/12 18:51
KEWR, 3:51 PM,84,55,37,29.91,10,South,9.2,-,N/A,,Mostly Cloudy,170,7/9/12 19:51
KJFK, 3:51 PM,80.1,59,48,29.95,10,South,10.4,-,N/A,,Scattered Clouds,190,7/9/12 19:51
KLGA, 3:51 PM,82.4,57.2,42,29.92,10,South,10.4,-,N/A,,Mostly Cloudy,180,7/9/12 19:51
